Trip_ID,Truck_ID,Driver_ID,Start_Location,End_Location,Scheduled_Departure,Scheduled_Arrival,Actual_Departure,Actual_Arrival,Weather_Condition,Traffic_Level,Road_Condition,Delay_Minutes,Distance_km,Fuel_Consumption_L,scheduled_duration_min,actual_duration_min,delay_recomputed,avg_speed_actual,fuel_efficiency_kmpl,hour_of_day,day_of_week,month,delay_min,computed_speed
T9120,TR40,D99,Pune,Mumbai,2024-01-28 07:26:00,2024-01-28 09:18:00,2024-01-28 07:30:00,2024-01-28 12:07:00,Fog,Low,Moderate,165,786,180.59,112,277.0,165,170.2527076,4.3524004651420345,7,6,1,169.0,78.82579317134292
T9121,TR156,D387,Delhi,Chennai,2024-01-19 08:30:00,2024-01-19 10:49:00,2024-01-19 08:36:00,2024-01-19 12:20:00,Clear,Low,Poor,85,905,337.6,139,224.0,85,242.4107143,2.680687203791469,8,4,1,91.0,78.82579317134292
T9122,TR160,D190,Lucknow,Kolkata,2024-05-17 13:15:00,2024-05-17 20:05:00,2024-05-17 13:56:00,2024-05-17 20:56:00,Fog,Medium,Moderate,10,1733,674.67,410,420.0,10,247.5714286,2.5686631983043564,13,4,5,51.0,78.82579317134292
T9123,TR99,D12,Lucknow,Hyderabad,2024-03-17 08:13:00,2024-03-17 14:52:00,2024-03-17 08:54:00,2024-03-17 16:58:00,Snow,Low,Poor,85,975,232.82,399,484.0,85,120.8677686,4.18778455459153,8,6,3,126.0,120.86776859504133
T9124,TR143,D91,Ahmedabad,Pune,2024-06-12 00:02:00,2024-06-12 03:02:00,2024-06-12 00:12:00,2024-06-12 03:15:00,Rainy,Low,Good,3,1234,393.26,180,183.0,3,404.5901639,3.1378731627930634,0,2,6,13.0,78.82579317134292
T9125,TR85,D30,Lucknow,Jaipur,2024-06-10 22:10:00,2024-06-11 00:14:00,2024-06-10 22:11:00,2024-06-11 01:16:00,Clear,Medium,Poor,61,650,139.2,124,185.0,61,210.8108108,4.669540229885058,22,0,6,62.0,78.82579317134292
T9126,TR198,D213,Lucknow,Kolkata,2024-03-15 02:07:00,2024-03-15 10:26:00,2024-03-15 02:18:00,2024-03-15 11:03:00,Rainy,High,Good,26,1247,329.66,499,525.0,26,142.5142857,3.7826851908026446,2,4,3,37.0,142.5142857142857
T9127,TR65,D38,Mumbai,Delhi,2024-04-09 01:58:00,2024-04-09 07:53:00,2024-04-09 02:49:00,2024-04-09 08:38:00,Storm,Low,Moderate,-6,927,208.08,355,349.0,-6,159.3696275,4.455017301038062,1,1,4,45.0,78.82579317134292
T9128,TR132,D341,Chennai,Bangalore,2024-04-14 14:31:00,2024-04-14 18:55:00,2024-04-14 15:11:00,2024-04-14 19:41:00,Snow,High,Moderate,6,297,107.66,264,270.0,6,66.0,2.7586847482816275,14,6,4,46.0,66.0
T9129,TR11,D60,Ahmedabad,Bangalore,2024-01-28 21:49:00,2024-01-29 03:26:00,2024-01-28 21:57:00,2024-01-29 05:17:00,Clear,Medium,Good,103,810,172.85,337,440.0,103,110.4545455,4.6861440555394855,21,6,1,111.0,110.45454545454545
T9130,TR108,D294,Chennai,Jaipur,2024-02-12 16:45:00,2024-02-12 19:59:00,2024-02-12 16:54:00,2024-02-12 20:46:00,Snow,High,Poor,38,725,243.71,194,232.0,38,187.5,2.9748471544048254,16,0,2,47.0,78.82579317134292
T9131,TR26,D360,Delhi,Hyderabad,2024-05-29 13:47:00,2024-05-29 21:04:00,2024-05-29 13:41:00,2024-05-29 23:32:00,Rainy,Medium,Moderate,154,1273,324.7,437,591.0,154,129.2385787,3.920542038805051,13,2,5,148.0,129.23857868020306
T9132,TR189,D143,Jaipur,Bangalore,2024-03-14 05:51:00,2024-03-14 07:42:00,2024-03-14 06:11:00,2024-03-14 10:33:00,Fog,Medium,Good,151,1679,417.22,111,262.0,151,384.5038168,4.02425578831312,5,3,3,171.0,78.82579317134292
T9133,TR165,D402,Ahmedabad,Lucknow,2024-03-14 08:37:00,2024-03-14 10:43:00,2024-03-14 09:06:00,2024-03-14 11:38:00,Storm,High,Good,26,769,288.57,126,152.0,26,303.5526316,2.6648646775479086,8,3,3,55.0,78.82579317134292
T9134,TR151,D180,Kolkata,Lucknow,2024-01-01 08:49:00,2024-01-01 09:51:00,2024-01-01 08:50:00,2024-01-01 09:29:00,Snow,High,Poor,-23,601,121.56,62,39.0,-23,924.6153846,4.944060546232313,8,0,1,-22.0,78.82579317134292
T9135,TR85,D285,Ahmedabad,Bangalore,2024-03-06 11:43:00,2024-03-06 20:13:00,2024-03-06 12:25:00,2024-03-06 21:36:00,Storm,Low,Poor,41,299,91.84,510,551.0,41,32.55898367,3.2556620209059233,11,2,3,83.0,32.55898366606171
T9136,TR168,D112,Bangalore,Ahmedabad,2024-03-05 10:08:00,2024-03-05 19:37:00,2024-03-05 10:15:00,2024-03-05 20:27:00,Rainy,Medium,Good,43,1792,418.18,569,612.0,43,175.6862745,4.285236022765316,10,1,3,50.0,78.82579317134292
T9137,TR151,D230,Chennai,Delhi,2024-04-10 06:21:00,2024-04-10 14:38:00,2024-04-10 06:13:00,2024-04-10 15:35:00,Snow,High,Poor,65,1100,269.67,497,562.0,65,117.4377224,4.079059591352394,6,2,4,57.0,117.43772241992882
T9138,TR123,D444,Delhi,Bangalore,2024-02-03 02:33:00,2024-02-03 12:20:00,2024-02-03 03:07:00,2024-02-03 12:58:00,Fog,Low,Good,4,1315,509.16,587,591.0,4,133.5025381,2.58268520700762,2,5,2,38.0,133.502538071066
T9139,TR144,D21,Lucknow,Delhi,2024-02-24 22:15:00,2024-02-25 00:56:00,2024-02-24 22:15:00,2024-02-25 03:07:00,Storm,Medium,Moderate,131,1502,322.6,161,292.0,131,308.630137,4.655920644761314,22,5,2,131.0,78.82579317134292
T9140,TR189,D145,Bangalore,Pune,2024-02-12 00:11:00,2024-02-12 08:27:00,2024-02-12 00:38:00,2024-02-12 09:42:00,Clear,Low,Good,48,123,37.72,496,544.0,48,13.56617647,3.2608695652173916,0,0,2,75.0,13.566176470588236
T9141,TR68,D489,Hyderabad,Pune,2024-03-28 21:15:00,2024-03-28 22:35:00,2024-03-28 21:45:00,2024-03-28 23:09:00,Rainy,Low,Poor,4,1481,474.28,80,84.0,4,1057.857143,3.1226279834696804,21,3,3,34.0,78.82579317134292
T9142,TR104,D499,Kolkata,Lucknow,2024-05-26 20:04:00,2024-05-27 03:30:00,2024-05-26 20:37:00,2024-05-27 03:26:00,Snow,Medium,Poor,-37,1104,417.17,446,409.0,-37,161.9559902,2.6464031450008387,20,6,5,-4.0,78.82579317134292
T9143,TR80,D146,Pune,Ahmedabad,2024-03-15 15:27:00,2024-03-16 01:19:00,2024-03-15 15:26:00,2024-03-16 03:36:00,Clear,Low,Poor,138,1175,375.9,592,730.0,138,96.57534247,3.125831338121841,15,4,3,137.0,96.57534246575342
T9144,TR159,D441,Chennai,Pune,2024-04-30 06:36:00,2024-04-30 09:07:00,2024-04-30 07:09:00,2024-04-30 10:52:00,Fog,High,Poor,72,324,80.0,151,223.0,72,87.17488789,4.05,6,1,4,105.0,87.17488789237667
T9145,TR53,D375,Pune,Jaipur,2024-04-22 17:31:00,2024-04-22 20:43:00,2024-04-22 17:36:00,2024-04-22 20:18:00,Fog,Low,Good,-30,873,290.79,192,162.0,-30,323.3333333,3.0021665119158154,17,0,4,-25.0,78.82579317134292
T9146,TR106,D421,Delhi,Ahmedabad,2024-05-31 15:27:00,2024-06-01 00:51:00,2024-05-31 16:26:00,2024-06-01 01:13:00,Storm,Low,Good,-37,304,82.92,564,527.0,-37,34.61100569,3.6661842739990353,15,4,5,22.0,34.61100569259962
T9147,TR153,D316,Pune,Ahmedabad,2024-02-03 09:40:00,2024-02-03 18:12:00,2024-02-03 09:30:00,2024-02-03 19:54:00,Rainy,Medium,Good,112,1394,309.83,512,624.0,112,134.0384615,4.499241519542975,9,5,2,102.0,134.03846153846155
T9148,TR44,D166,Delhi,Chennai,2024-05-16 18:02:00,2024-05-16 21:29:00,2024-05-16 18:41:00,2024-05-17 00:00:00,Snow,High,Good,112,1459,298.49,207,319.0,112,274.4200627,4.887935944252739,18,3,5,151.0,78.82579317134292
T9149,TR140,D140,Delhi,Lucknow,2024-04-17 10:33:00,2024-04-17 15:24:00,2024-04-17 10:32:00,2024-04-17 16:50:00,Clear,High,Poor,87,600,141.14,291,378.0,87,95.23809524,4.251098200368429,10,2,4,86.0,95.23809523809524
T9150,TR90,D203,Mumbai,Kolkata,2024-03-19 06:19:00,2024-03-19 10:03:00,2024-03-19 06:14:00,2024-03-19 11:58:00,Snow,High,Moderate,120,1981,662.69,224,344.0,120,345.5232558,2.9893313615717756,6,1,3,115.0,78.82579317134292
T9151,TR101,D496,Mumbai,Kolkata,2024-02-17 20:50:00,2024-02-18 03:03:00,2024-02-17 21:13:00,2024-02-18 05:51:00,Clear,High,Moderate,145,975,281.97,373,518.0,145,112.9343629,3.457814661134163,20,5,2,168.0,112.93436293436294
T9152,TR97,D244,Kolkata,Delhi,2024-04-10 12:40:00,2024-04-10 18:37:00,2024-04-10 13:38:00,2024-04-10 20:50:00,Rainy,Low,Poor,75,985,253.53,357,432.0,75,136.8055556,3.885141797814854,12,2,4,133.0,136.80555555555554
T9153,TR9,D113,Delhi,Hyderabad,2024-01-31 20:07:00,2024-02-01 00:49:00,2024-01-31 20:42:00,2024-02-01 01:55:00,Fog,High,Moderate,31,702,150.05,282,313.0,31,134.5686901,4.678440519826724,20,2,1,66.0,134.56869009584665
T9154,TR12,D468,Kolkata,Mumbai,2024-03-24 00:08:00,2024-03-24 07:00:00,2024-03-24 00:29:00,2024-03-24 08:37:00,Fog,High,Good,76,1034,267.23,412,488.0,76,127.1311475,3.8693260487220744,0,6,3,97.0,127.13114754098362
T9155,TR69,D201,Mumbai,Jaipur,2024-04-15 00:28:00,2024-04-15 08:23:00,2024-04-15 01:01:00,2024-04-15 08:46:00,Snow,Medium,Moderate,-10,1298,348.15,475,465.0,-10,167.483871,3.7282780410742498,0,0,4,23.0,78.82579317134292
T9156,TR182,D385,Kolkata,Delhi,2024-05-20 05:56:00,2024-05-20 07:57:00,2024-05-20 06:37:00,2024-05-20 10:08:00,Snow,High,Good,90,1418,450.26,121,211.0,90,403.2227488,3.1492915204548484,5,0,5,131.0,78.82579317134292
T9157,TR182,D314,Kolkata,Delhi,2024-02-20 17:06:00,2024-02-21 00:21:00,2024-02-20 17:55:00,2024-02-21 00:22:00,Storm,Medium,Good,-48,835,222.73,435,387.0,-48,129.4573643,3.7489336865262874,17,1,2,1.0,129.45736434108528
T9158,TR28,D259,Jaipur,Lucknow,2024-06-19 00:40:00,2024-06-19 08:24:00,2024-06-19 00:41:00,2024-06-19 08:44:00,Clear,High,Good,19,121,36.7,464,483.0,19,15.0310559,3.29700272479564,0,2,6,20.0,15.031055900621118
T9159,TR56,D255,Jaipur,Hyderabad,2024-03-12 04:53:00,2024-03-12 10:07:00,2024-03-12 05:40:00,2024-03-12 11:47:00,Storm,Low,Poor,53,1937,495.25,314,367.0,53,316.6757493,3.91115598182736,4,1,3,100.0,78.82579317134292
T9160,TR99,D447,Delhi,Jaipur,2024-02-08 14:51:00,2024-02-08 23:21:00,2024-02-08 14:49:00,2024-02-08 23:55:00,Clear,High,Good,36,1341,296.56,510,546.0,36,147.3626374,4.521850553007823,14,3,2,34.0,147.36263736263737
T9161,TR197,D405,Bangalore,Chennai,2024-01-01 19:11:00,2024-01-02 02:40:00,2024-01-01 19:33:00,2024-01-02 03:34:00,Rainy,Medium,Poor,32,1960,402.93,449,481.0,32,244.4906445,4.864368500732137,19,0,1,54.0,78.82579317134292
T9162,TR110,D23,Pune,Lucknow,2024-01-09 19:33:00,2024-01-10 02:20:00,2024-01-09 19:42:00,2024-01-10 02:02:00,Snow,High,Poor,-27,999,220.82,407,380.0,-27,157.7368421,4.524046734897201,19,1,1,-18.0,78.82579317134292
T9163,TR77,D393,Kolkata,Mumbai,2024-06-15 23:59:00,2024-06-16 09:20:00,2024-06-16 00:20:00,2024-06-16 08:57:00,Clear,Low,Moderate,-44,1796,392.93,561,517.0,-44,208.4332689,4.570788690097473,23,5,6,-23.0,78.82579317134292
T9164,TR103,D246,Bangalore,Jaipur,2024-04-26 16:41:00,2024-04-26 23:02:00,2024-04-26 17:21:00,2024-04-27 01:23:00,Fog,Medium,Moderate,101,1542,454.2,381,482.0,101,191.9502075,3.3949801849405548,16,4,4,141.0,78.82579317134292
T9165,TR106,D339,Mumbai,Bangalore,2024-05-13 07:50:00,2024-05-13 09:53:00,2024-05-13 07:41:00,2024-05-13 12:00:00,Rainy,Low,Moderate,136,1373,323.92,123,259.0,136,318.0694981,4.238700913805878,7,0,5,127.0,78.82579317134292
T9166,TR109,D493,Chennai,Hyderabad,2024-02-18 02:12:00,2024-02-18 05:45:00,2024-02-18 02:07:00,2024-02-18 05:22:00,Fog,High,Poor,-18,1907,549.53,213,195.0,-18,586.7692308,3.470238203555766,2,6,2,-23.0,78.82579317134292
T9167,TR112,D311,Pune,Mumbai,2024-04-29 06:02:00,2024-04-29 15:38:00,2024-04-29 07:00:00,2024-04-29 16:05:00,Rainy,High,Poor,-31,870,339.77,576,545.0,-31,95.77981651,2.560555670012067,6,0,4,27.0,95.77981651376146
T9168,TR58,D366,Lucknow,Ahmedabad,2024-04-04 16:37:00,2024-04-05 00:11:00,2024-04-04 16:56:00,2024-04-05 01:44:00,Clear,Medium,Good,74,1056,224.14,454,528.0,74,120.0,4.711341126081914,16,3,4,93.0,119.99999999999999
T9169,TR78,D372,Pune,Hyderabad,2024-04-08 17:56:00,2024-04-09 00:25:00,2024-04-08 18:16:00,2024-04-09 01:25:00,Fog,Low,Poor,40,621,236.06,389,429.0,40,86.85314685,2.630687113445734,17,0,4,60.0,86.85314685314685
T9170,TR75,D403,Kolkata,Ahmedabad,2024-02-07 21:46:00,2024-02-08 06:28:00,2024-02-07 22:40:00,2024-02-08 07:40:00,Clear,Low,Good,18,252,90.36,522,540.0,18,28.0,2.7888446215139444,21,2,2,72.0,28.0
T9171,TR42,D318,Delhi,Ahmedabad,2024-02-24 03:52:00,2024-02-24 06:23:00,2024-02-24 04:28:00,2024-02-24 07:19:00,Storm,Medium,Moderate,20,484,190.1,151,171.0,20,169.8245614,2.5460284061020517,3,5,2,56.0,78.82579317134292
T9172,TR166,D87,Delhi,Hyderabad,2024-01-28 15:48:00,2024-01-28 20:29:00,2024-01-28 16:41:00,2024-01-28 22:14:00,Rainy,High,Poor,52,650,243.62,281,333.0,52,117.1171171,2.6680896478121663,15,6,1,105.0,117.11711711711712
T9173,TR68,D219,Kolkata,Pune,2024-01-02 16:54:00,2024-01-02 21:03:00,2024-01-02 17:20:00,2024-01-02 21:33:00,Snow,High,Good,4,1714,647.39,249,253.0,4,406.4822134,2.6475540246219436,16,1,1,30.0,78.82579317134292
T9174,TR181,D475,Kolkata,Mumbai,2024-02-01 21:43:00,2024-02-02 02:07:00,2024-02-01 22:38:00,2024-02-02 05:03:00,Fog,Low,Good,121,1300,310.02,264,385.0,121,202.5974026,4.19327785304174,21,3,2,176.0,78.82579317134292
T9175,TR33,D423,Hyderabad,Ahmedabad,2024-02-04 07:01:00,2024-02-04 11:32:00,2024-02-04 07:00:00,2024-02-04 14:02:00,Clear,Medium,Poor,151,530,114.38,271,422.0,151,75.35545024,4.633677216296555,7,6,2,150.0,75.35545023696683
T9176,TR71,D356,Pune,Mumbai,2024-05-21 02:58:00,2024-05-21 05:26:00,2024-05-21 03:03:00,2024-05-21 08:14:00,Fog,Low,Moderate,163,154,34.29,148,311.0,163,29.71061093,4.491105278506853,2,1,5,168.0,29.710610932475884
T9177,TR56,D460,Jaipur,Kolkata,2024-01-11 22:02:00,2024-01-12 05:04:00,2024-01-11 21:47:00,2024-01-12 05:49:00,Clear,High,Good,60,1676,412.23,422,482.0,60,208.6307054,4.065691482910026,22,3,1,45.0,78.82579317134292
T9178,TR105,D27,Jaipur,Mumbai,2024-04-30 03:27:00,2024-04-30 10:37:00,2024-04-30 04:19:00,2024-04-30 12:00:00,Storm,High,Poor,31,1734,388.35,430,461.0,31,225.6832972,4.465044418694476,3,1,4,83.0,78.82579317134292
T9179,TR200,D430,Lucknow,Pune,2024-05-03 05:33:00,2024-05-03 12:04:00,2024-05-03 05:28:00,2024-05-03 14:17:00,Snow,Low,Poor,138,767,210.63,391,529.0,138,86.99432892,3.641456582633053,5,4,5,133.0,86.99432892249527
T9180,TR101,D290,Bangalore,Hyderabad,2024-05-31 19:24:00,2024-06-01 03:29:00,2024-05-31 19:18:00,2024-06-01 04:40:00,Fog,High,Good,77,1896,397.82,485,562.0,77,202.4199288,4.765974561359409,19,4,5,71.0,78.82579317134292
T9181,TR51,D289,Lucknow,Jaipur,2024-01-09 17:05:00,2024-01-10 01:39:00,2024-01-09 17:34:00,2024-01-10 02:55:00,Fog,High,Good,47,1057,289.61,514,561.0,47,113.0481283,3.6497358516625806,17,1,1,76.0,113.04812834224599
T9182,TR74,D348,Chennai,Bangalore,2024-04-28 21:23:00,2024-04-29 05:24:00,2024-04-28 22:03:00,2024-04-29 06:27:00,Clear,Medium,Good,23,1972,767.16,481,504.0,23,234.7619048,2.5705198394076856,21,6,4,63.0,78.82579317134292
T9183,TR171,D223,Chennai,Ahmedabad,2024-02-26 23:18:00,2024-02-27 03:08:00,2024-02-26 23:21:00,2024-02-27 03:51:00,Clear,Medium,Poor,40,1136,266.91,230,270.0,40,252.4444444,4.256116293881832,23,0,2,43.0,78.82579317134292
T9184,TR121,D352,Hyderabad,Mumbai,2024-03-23 21:04:00,2024-03-24 02:12:00,2024-03-23 21:30:00,2024-03-24 04:51:00,Fog,Medium,Poor,133,154,33.65,308,441.0,133,20.95238095,4.576523031203567,21,5,3,159.0,20.952380952380953
T9185,TR143,D178,Delhi,Chennai,2024-04-25 15:01:00,2024-04-25 19:01:00,2024-04-25 15:26:00,2024-04-25 20:57:00,Storm,High,Poor,91,624,203.83,240,331.0,91,113.1117825,3.061374674974243,15,3,4,116.0,113.1117824773414
T9186,TR166,D148,Pune,Hyderabad,2024-01-31 05:50:00,2024-01-31 14:44:00,2024-01-31 05:54:00,2024-01-31 14:31:00,Fog,Medium,Moderate,-17,590,179.08,534,517.0,-17,68.47195358,3.2946169309805673,5,2,1,-13.0,68.47195357833655
T9187,TR143,D424,Chennai,Pune,2024-05-20 10:37:00,2024-05-20 19:39:00,2024-05-20 10:48:00,2024-05-20 22:00:00,Rainy,Low,Moderate,130,322,75.99,542,672.0,130,28.75,4.237399657849718,10,0,5,141.0,28.750000000000004
T9188,TR5,D227,Bangalore,Lucknow,2024-04-08 01:16:00,2024-04-08 08:39:00,2024-04-08 01:12:00,2024-04-08 10:01:00,Rainy,High,Poor,86,1771,450.12,443,529.0,86,200.8695652,3.9345063538611926,1,0,4,82.0,78.82579317134292
T9189,TR83,D351,Pune,Ahmedabad,2024-06-16 07:56:00,2024-06-16 15:39:00,2024-06-16 08:44:00,2024-06-16 17:36:00,Fog,Low,Good,69,1186,251.01,463,532.0,69,133.7593985,4.724911358113223,7,6,6,117.0,133.7593984962406
T9190,TR182,D186,Pune,Chennai,2024-04-20 02:25:00,2024-04-20 06:05:00,2024-04-20 02:47:00,2024-04-20 05:36:00,Storm,High,Poor,-51,1461,395.49,220,169.0,-51,518.6982249,3.6941515588257605,2,5,4,-29.0,78.82579317134292
T9191,TR51,D415,Jaipur,Pune,2024-01-12 23:28:00,2024-01-13 04:35:00,2024-01-13 00:18:00,2024-01-13 04:34:00,Clear,Low,Poor,-51,1309,313.07,307,256.0,-51,306.796875,4.181173539464018,23,4,1,-1.0,78.82579317134292
T9192,TR10,D294,Delhi,Ahmedabad,2024-01-11 11:48:00,2024-01-11 18:06:00,2024-01-11 12:30:00,2024-01-11 20:34:00,Clear,Medium,Moderate,106,623,195.97,378,484.0,106,77.23140496,3.179058019084554,11,3,1,148.0,77.23140495867769
T9193,TR140,D470,Chennai,Lucknow,2024-06-21 06:25:00,2024-06-21 16:15:00,2024-06-21 06:20:00,2024-06-21 18:36:00,Fog,High,Poor,146,415,86.04,590,736.0,146,33.83152174,4.823337982333798,6,4,6,141.0,33.83152173913043
T9194,TR4,D429,Jaipur,Hyderabad,2024-02-05 16:13:00,2024-02-05 19:05:00,2024-02-05 16:27:00,2024-02-05 19:21:00,Snow,High,Good,2,511,149.22,172,174.0,2,176.2068966,3.4244739311084307,16,0,2,16.0,78.82579317134292
T9195,TR95,D41,Ahmedabad,Kolkata,2024-04-22 05:55:00,2024-04-22 12:38:00,2024-04-22 06:43:00,2024-04-22 12:50:00,Clear,Low,Moderate,-36,1535,398.82,403,367.0,-36,250.9536785,3.848854119652976,5,0,4,12.0,78.82579317134292
T9196,TR146,D393,Mumbai,Hyderabad,2024-06-22 12:02:00,2024-06-22 15:04:00,2024-06-22 12:34:00,2024-06-22 14:44:00,Rainy,High,Poor,-52,417,103.19,182,130.0,-52,192.4615385,4.041089252834577,12,5,6,-20.0,78.82579317134292
T9197,TR80,D500,Ahmedabad,Jaipur,2024-06-22 11:23:00,2024-06-22 17:41:00,2024-06-22 11:47:00,2024-06-22 20:00:00,Rainy,Low,Moderate,115,1514,482.83,378,493.0,115,184.2596349,3.1356792245717955,11,5,6,139.0,78.82579317134292
T9198,TR36,D393,Ahmedabad,Chennai,2024-03-21 04:11:00,2024-03-21 13:08:00,2024-03-21 05:03:00,2024-03-21 12:56:00,Snow,Medium,Good,-64,1658,503.67,537,473.0,-64,210.3171247,3.29183790974249,4,3,3,-12.0,78.82579317134292
T9199,TR25,D191,Mumbai,Bangalore,2024-01-15 15:15:00,2024-01-15 23:07:00,2024-01-15 15:20:00,2024-01-16 00:47:00,Snow,Low,Good,95,883,235.09,472,567.0,95,93.43915344,3.756008337232549,15,0,1,100.0,93.43915343915344
T9200,TR98,D79,Ahmedabad,Bangalore,2024-04-30 20:11:00,2024-05-01 01:15:00,2024-04-30 20:00:00,2024-05-01 00:48:00,Rainy,Low,Poor,-16,1814,570.95,304,288.0,-16,377.9166667,3.177160872230493,20,1,4,-27.0,78.82579317134292
T9201,TR164,D205,Chennai,Pune,2024-01-03 06:26:00,2024-01-03 15:02:00,2024-01-03 06:46:00,2024-01-03 16:22:00,Fog,High,Poor,60,1334,472.15,516,576.0,60,138.9583333,2.8253732923858945,6,2,1,80.0,138.95833333333334
T9202,TR101,D384,Pune,Chennai,2024-03-05 22:05:00,2024-03-06 01:37:00,2024-03-05 21:56:00,2024-03-06 03:52:00,Fog,Medium,Moderate,144,451,98.23,212,356.0,144,76.01123596,4.591265397536394,22,1,3,135.0,76.01123595505618
T9203,TR195,D278,Jaipur,Bangalore,2024-01-09 10:48:00,2024-01-09 12:02:00,2024-01-09 11:32:00,2024-01-09 14:52:00,Fog,Medium,Good,126,988,298.33,74,200.0,126,296.4,3.3117688465792914,10,1,1,170.0,78.82579317134292
T9204,TR9,D272,Kolkata,Hyderabad,2024-04-15 22:24:00,2024-04-16 06:46:00,2024-04-15 23:04:00,2024-04-16 09:35:00,Rainy,Medium,Poor,129,785,221.75,502,631.0,129,74.64342314,3.540022547914318,22,0,4,169.0,74.64342313787638
T9205,TR61,D32,Hyderabad,Pune,2024-06-02 12:21:00,2024-06-02 18:24:00,2024-06-02 12:36:00,2024-06-02 20:35:00,Snow,Medium,Good,116,1498,387.29,363,479.0,116,187.6409186,3.867902605282863,12,6,6,131.0,78.82579317134292
T9206,TR53,D450,Jaipur,Mumbai,2024-02-15 08:25:00,2024-02-15 13:29:00,2024-02-15 08:34:00,2024-02-15 13:49:00,Storm,High,Poor,11,442,95.96,304,315.0,11,84.19047619,4.60608586911213,8,3,2,20.0,84.19047619047619
T9207,TR146,D474,Bangalore,Pune,2024-02-16 20:25:00,2024-02-17 04:59:00,2024-02-16 21:05:00,2024-02-17 07:07:00,Rainy,High,Poor,88,1181,414.27,514,602.0,88,117.7076412,2.850797788881647,20,4,2,128.0,117.70764119601328
T9208,TR171,D142,Delhi,Mumbai,2024-03-17 18:52:00,2024-03-18 01:50:00,2024-03-17 19:50:00,2024-03-18 03:03:00,Rainy,High,Good,15,501,123.25,418,433.0,15,69.42263279,4.064908722109534,18,6,3,73.0,69.42263279445727
T9209,TR163,D251,Chennai,Jaipur,2024-05-16 21:07:00,2024-05-16 22:58:00,2024-05-16 21:25:00,2024-05-16 23:50:00,Clear,Medium,Poor,34,500,148.03,111,145.0,34,206.8965517,3.377693710734311,21,3,5,52.0,78.82579317134292
T9210,TR63,D294,Jaipur,Bangalore,2024-05-20 00:51:00,2024-05-20 02:01:00,2024-05-20 01:19:00,2024-05-20 02:07:00,Fog,Low,Poor,-22,1814,388.12,70,48.0,-22,2267.5,4.673812223023807,0,0,5,6.0,78.82579317134292
T9211,TR121,D98,Chennai,Pune,2024-06-13 05:06:00,2024-06-13 09:52:00,2024-06-13 04:57:00,2024-06-13 12:13:00,Clear,Medium,Poor,150,1094,263.43,286,436.0,150,150.5504587,4.152905895304255,5,3,6,141.0,78.82579317134292
T9212,TR105,D136,Lucknow,Hyderabad,2024-01-19 14:19:00,2024-01-19 17:12:00,2024-01-19 14:54:00,2024-01-19 17:40:00,Rainy,Medium,Poor,-7,1112,388.41,173,166.0,-7,401.9277108,2.862954094899719,14,4,1,28.0,78.82579317134292
T9213,TR4,D484,Mumbai,Pune,2024-03-28 22:18:00,2024-03-29 08:14:00,2024-03-28 22:27:00,2024-03-29 09:31:00,Rainy,Medium,Poor,68,1705,525.85,596,664.0,68,154.0662651,3.2423694970048493,22,3,3,77.0,78.82579317134292
T9214,TR93,D277,Kolkata,Hyderabad,2024-01-08 23:56:00,2024-01-09 02:22:00,2024-01-09 00:08:00,2024-01-09 03:36:00,Rainy,Low,Poor,62,783,302.27,146,208.0,62,225.8653846,2.5903993118734907,23,0,1,74.0,78.82579317134292
T9215,TR169,D312,Bangalore,Delhi,2024-01-04 18:22:00,2024-01-04 23:31:00,2024-01-04 18:48:00,2024-01-04 23:18:00,Storm,Low,Poor,-39,1302,294.14,309,270.0,-39,289.3333333,4.426463588767254,18,3,1,-13.0,78.82579317134292
T9216,TR173,D302,Pune,Bangalore,2024-05-08 15:29:00,2024-05-08 20:38:00,2024-05-08 15:40:00,2024-05-08 20:32:00,Clear,High,Poor,-17,393,111.27,309,292.0,-17,80.75342466,3.531949312483149,15,2,5,-6.0,80.75342465753425
T9217,TR178,D43,Pune,Delhi,2024-04-20 12:57:00,2024-04-20 20:57:00,2024-04-20 13:18:00,2024-04-20 22:44:00,Snow,Medium,Moderate,86,1266,482.9,480,566.0,86,134.204947,2.621660799337337,12,5,4,107.0,134.20494699646642
T9218,TR28,D120,Jaipur,Pune,2024-01-25 12:20:00,2024-01-25 16:49:00,2024-01-25 12:59:00,2024-01-25 19:35:00,Fog,Medium,Poor,127,1729,682.42,269,396.0,127,261.969697,2.533630315641394,12,3,1,166.0,78.82579317134292
T9219,TR170,D220,Ahmedabad,Kolkata,2024-01-16 20:23:00,2024-01-17 06:03:00,2024-01-16 20:45:00,2024-01-17 08:59:00,Fog,Medium,Poor,154,205,41.93,580,734.0,154,16.75749319,4.889100882423086,20,1,1,176.0,16.7574931880109
T9220,TR80,D46,Mumbai,Bangalore,2024-01-26 09:08:00,2024-01-26 11:04:00,2024-01-26 09:48:00,2024-01-26 10:58:00,Storm,Medium,Moderate,-46,1679,362.57,116,70.0,-46,1439.142857,4.630829908707284,9,4,1,-6.0,78.82579317134292
T9221,TR76,D236,Ahmedabad,Delhi,2024-02-20 02:53:00,2024-02-20 04:55:00,2024-02-20 03:11:00,2024-02-20 05:48:00,Clear,High,Moderate,35,1834,549.74,122,157.0,35,700.8917197,3.336122530650853,2,1,2,53.0,78.82579317134292
